epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
26,121.932,2.02157,3.95172,1.86401,0.12146,0.09629,0.10744,0.08024,0.04328,1.90103,3.81534,2.03253,0.09976,0.000134321,0.000134321,0.000134321
27,127.859,1.9898,3.91275,1.82253,0.12254,0.09373,0.11953,0.07958,0.04408,1.86825,3.68953,1.99919,0.09891,0.000137856,0.000137856,0.000137856
28,131.495,2.3191,4.0372,1.73459,0.16242,0.09373,0.11953,0.07958,0.04408,1.86825,3.68953,1.99919,0.09891,0.00014125,0.00014125,0.00014125
29,136.528,1.84516,3.50692,2.00111,0.15124,0.09971,0.13562,0.08445,0.04612,1.85444,3.55909,1.96942,0.09971,0.000144502,0.000144502,0.000144502
30,140.81,2.09744,3.88933,1.75906,0.18574,0.09971,0.13562,0.08445,0.04612,1.85444,3.55909,1.96942,0.09971,0.000147613,0.000147613,0.000147613
31,147.15,1.95415,3.85315,1.69555,0.15655,0.10694,0.14725,0.09245,0.05144,1.84379,3.43605,1.9422,0.09997,0.000150583,0.000150583,0.000150583
32,150.371,1.80886,3.39363,2.0521,0.11376,0.10694,0.14725,0.09245,0.05144,1.84379,3.43605,1.9422,0.09997,0.000153411,0.000153411,0.000153411
33,156.945,1.96709,3.71243,1.84439,0.16249,0.10163,0.15554,0.09642,0.05349,1.82708,3.29368,1.90364,0.09976,0.000156098,0.000156098,0.000156098
34,160.431,1.99235,3.53102,2.00921,0.12037,0.10163,0.15554,0.09642,0.05349,1.82708,3.29368,1.90364,0.09976,0.000158643,0.000158643,0.000158643
35,166.405,1.79037,3.59559,1.87529,0.12342,0.10608,0.16181,0.1073,0.0605,1.8113,3.14389,1.86499,0.09978,0.000161047,0.000161047,0.000161047
36,170.598,1.86843,3.42016,1.76593,0.15529,0.10608,0.16181,0.1073,0.0605,1.8113,3.14389,1.86499,0.09978,0.00016331,0.00016331,0.00016331
37,176.303,1.7486,3.3621,1.66323,0.12184,0.2743,0.16456,0.11272,0.06196,1.78021,2.9943,1.82272,0.09624,0.000165431,0.000165431,0.000165431
38,179.537,1.7158,3.14233,1.70813,0.10937,0.2743,0.16456,0.11272,0.06196,1.78021,2.9943,1.82272,0.09624,0.000167411,0.000167411,0.000167411
39,184.476,2.05868,3.46981,1.72266,0.13173,0.28983,0.17581,0.12644,0.06986,1.75195,2.86903,1.79423,0.09406,0.000169249,0.000169249,0.000169249
40,187.39,1.61765,3.03403,1.8247,0.08325,0.28983,0.17581,0.12644,0.06986,1.75195,2.86903,1.79423,0.09406,0.000170947,0.000170947,0.000170947
41,192.993,1.66374,3.12799,1.86133,0.12651,0.3051,0.18192,0.14912,0.08377,1.71814,2.76609,1.76427,0.09352,0.000172502,0.000172502,0.000172502
42,196.643,1.92325,3.19095,1.55401,0.15182,0.3051,0.18192,0.14912,0.08377,1.71814,2.76609,1.76427,0.09352,0.000173917,0.000173917,0.000173917
43,202.554,1.73183,3.10946,1.71983,0.10985,0.16535,0.21855,0.17639,0.10068,1.68608,2.69575,1.74467,0.09401,0.00017519,0.00017519,0.00017519
44,206.146,1.83198,2.94619,1.62081,0.13511,0.16535,0.21855,0.17639,0.10068,1.68608,2.69575,1.74467,0.09401,0.000176322,0.000176322,0.000176322
45,212.124,1.59342,3.04702,1.59076,0.09887,0.17978,0.20167,0.17946,0.1045,1.66022,2.63313,1.73084,0.09533,0.000177312,0.000177312,0.000177312
46,216.27,1.70343,2.85223,1.57113,0.14794,0.19011,0.24569,0.20202,0.1124,1.66022,2.63313,1.73084,0.09533,0.000178161,0.000178161,0.000178161
47,222.881,1.91562,3.16445,1.62887,0.10896,0.21306,0.26391,0.21994,0.12522,1.62946,2.58262,1.72107,0.09365,0.000178868,0.000178868,0.000178868
48,227.89,1.84472,2.99031,1.8742,0.10961,0.21306,0.26391,0.21994,0.12522,1.62946,2.58262,1.72107,0.09365,0.000179435,0.000179435,0.000179435
49,235.134,1.70751,2.74996,1.62729,0.12937,0.40064,0.25141,0.25227,0.14384,1.59777,2.53414,1.71323,0.09268,0.000179859,0.000179859,0.000179859
50,240.327,2.20799,3.24781,1.4682,0.15647,0.40064,0.25141,0.25227,0.14384,1.59777,2.53414,1.71323,0.09268,0.000180143,0.000180143,0.000180143
51,246.917,1.75021,2.85086,1.54307,0.12306,0.58528,0.24912,0.26631,0.14941,1.57293,2.47792,1.70726,0.09234,0.000180285,0.000180285,0.000180285
52,250.89,1.94778,3.03256,1.72934,0.12767,0.58528,0.24912,0.26631,0.14941,1.57293,2.47792,1.70726,0.09234,0.000180286,0.000180286,0.000180286
53,254.602,2.07564,3.01545,1.59162,0.12762,0.58528,0.24912,0.26631,0.14941,1.57293,2.47792,1.70726,0.09234,0.000180145,0.000180145,0.000180145
54,260.901,1.75142,2.86757,1.50546,0.10012,0.59524,0.26569,0.28658,0.16173,1.53765,2.42133,1.69611,0.08992,0.000179863,0.000179863,0.000179863
55,264.901,1.55875,2.4362,1.52284,0.11459,0.59524,0.26569,0.28658,0.16173,1.53765,2.42133,1.69611,0.08992,0.00017944,0.00017944,0.00017944
56,269.684,1.66104,2.6566,1.68457,0.11398,0.59524,0.26569,0.28658,0.16173,1.53765,2.42133,1.69611,0.08992,0.000178875,0.000178875,0.000178875
57,276.447,1.40334,2.49563,1.64108,0.1019,0.57548,0.21903,0.2571,0.15141,1.50273,2.36108,1.68481,0.08665,0.000178169,0.000178169,0.000178169
58,282.565,1.69517,2.63833,1.57245,0.09725,0.58624,0.28251,0.29669,0.17147,1.50273,2.36108,1.68481,0.08665,0.000177321,0.000177321,0.000177321
59,287.784,1.50591,2.78488,1.60938,0.1332,0.58624,0.28251,0.29669,0.17147,1.50273,2.36108,1.68481,0.08665,0.000176332,0.000176332,0.000176332
60,295.193,1.69511,2.52793,1.4534,0.1416,0.58253,0.24292,0.2738,0.16178,1.47576,2.31238,1.67757,0.08198,0.000175202,0.000175202,0.000175202
61,299.719,1.55735,2.50715,1.69628,0.10807,0.59195,0.28784,0.30777,0.178,1.47576,2.31238,1.67757,0.08198,0.00017393,0.00017393,0.00017393
62,304.49,1.55216,2.53114,1.46891,0.1092,0.59195,0.28784,0.30777,0.178,1.47576,2.31238,1.67757,0.08198,0.000172517,0.000172517,0.000172517
63,310.377,1.39974,2.30251,1.73215,0.07507,0.56082,0.25423,0.26843,0.15862,1.44938,2.26042,1.66828,0.08057,0.000170963,0.000170963,0.000170963
64,316.611,1.94529,2.83242,1.53096,0.11753,0.58722,0.29905,0.31487,0.18498,1.44938,2.26042,1.66828,0.08057,0.000169267,0.000169267,0.000169267
65,320.895,1.70688,2.30514,1.59314,0.12935,0.58722,0.29905,0.31487,0.18498,1.44938,2.26042,1.66828,0.08057,0.00016743,0.00016743,0.00016743
66,328.127,1.73333,2.33248,1.52668,0.12312,0.56593,0.26046,0.28008,0.16609,1.42354,2.21008,1.66105,0.07837,0.000165452,0.000165452,0.000165452
67,334.198,1.90605,2.60552,1.58174,0.11423,0.59635,0.30517,0.32828,0.19422,1.42354,2.21008,1.66105,0.07837,0.000163332,0.000163332,0.000163332
68,339.034,1.75779,2.73224,1.50351,0.1305,0.59635,0.30517,0.32828,0.19422,1.42354,2.21008,1.66105,0.07837,0.000161071,0.000161071,0.000161071
69,345.134,1.56019,2.22892,1.91044,0.11528,0.5709,0.25864,0.28026,0.16568,1.40022,2.16069,1.65497,0.07564,0.000158668,0.000158668,0.000158668
70,350.348,1.62063,2.27105,1.71925,0.1034,0.60626,0.30571,0.33129,0.19626,1.40022,2.16069,1.65497,0.07564,0.000156124,0.000156124,0.000156124
71,355.185,1.5394,2.44283,1.47316,0.09543,0.60626,0.30571,0.33129,0.19626,1.40022,2.16069,1.65497,0.07564,0.000153439,0.000153439,0.000153439
72,363.915,1.73951,2.55071,1.54436,0.10332,0.4606,0.28248,0.28971,0.17424,1.37389,2.10853,1.65264,0.07035,0.000150612,0.000150612,0.000150612
73,369.09,1.52892,2.38907,1.56893,0.1266,0.60291,0.31358,0.34201,0.20689,1.37389,2.10853,1.65264,0.07035,0.000147644,0.000147644,0.000147644
74,373.382,1.75088,2.37853,1.59334,0.10061,0.60291,0.31358,0.34201,0.20689,1.37389,2.10853,1.65264,0.07035,0.000144534,0.000144534,0.000144534
75,380.306,1.4053,2.22814,1.69957,0.08109,0.45086,0.31396,0.30672,0.18755,1.35634,2.0615,1.65006,0.06818,0.000141283,0.000141283,0.000141283
76,384.395,1.42884,2.21984,1.67016,0.08411,0.60778,0.33146,0.35083,0.21438,1.35634,2.0615,1.65006,0.06818,0.000137891,0.000137891,0.000137891
77,389.107,1.56393,2.51598,1.43449,0.09974,0.60778,0.33146,0.35083,0.21438,1.35634,2.0615,1.65006,0.06818,0.000134358,0.000134358,0.000134358
78,397.427,1.46448,2.23902,1.52452,0.08758,0.4588,0.32104,0.31767,0.19682,1.33359,2.00356,1.64474,0.06694,0.000130683,0.000130683,0.000130683
79,402.917,1.65847,2.30205,1.69765,0.08581,0.62791,0.32099,0.36344,0.22549,1.33359,2.00356,1.64474,0.06694,0.000126866,0.000126866,0.000126866
80,407.574,1.46075,2.16567,1.59066,0.11977,0.62791,0.32099,0.36344,0.22549,1.33359,2.00356,1.64474,0.06694,0.000122909,0.000122909,0.000122909
81,415.568,1.72249,2.39566,1.60794,0.08651,0.46495,0.26013,0.29236,0.17779,1.31749,1.95568,1.64015,0.06667,0.00011881,0.00011881,0.00011881
82,421.516,1.67646,2.21984,1.64136,0.10117,0.65219,0.31348,0.37101,0.23122,1.31749,1.95568,1.64015,0.06667,0.000114569,0.000114569,0.000114569
83,426.207,1.75412,2.44832,1.56251,0.11081,0.65219,0.31348,0.37101,0.23122,1.31749,1.95568,1.64015,0.06667,0.000110187,0.000110187,0.000110187
84,432.596,1.43111,2.14564,1.4817,0.09843,0.45394,0.3112,0.32547,0.20124,1.3062,1.91841,1.63868,0.06529,0.000105664,0.000105664,0.000105664
85,439.095,1.5458,2.08744,1.61095,0.11087,0.6669,0.31823,0.38194,0.2385,1.3062,1.91841,1.63868,0.06529,0.000101,0.000101,0.000101
86,444.104,1.57837,2.37337,1.63074,0.10664,0.6669,0.31823,0.38194,0.2385,1.3062,1.91841,1.63868,0.06529,9.61937e-05,9.61937e-05,9.61937e-05
87,448.681,1.4824,2.17068,1.51876,0.12505,0.6669,0.31823,0.38194,0.2385,1.3062,1.91841,1.63868,0.06529,9.12463e-05,9.12463e-05,9.12463e-05
88,455.688,1.41656,2.25874,1.51192,0.0951,0.45311,0.31101,0.32763,0.20294,1.29232,1.88606,1.63782,0.06419,8.61577e-05,8.61577e-05,8.61577e-05
89,462.088,1.59772,2.17719,1.61198,0.0872,0.68712,0.30709,0.38423,0.24099,1.29232,1.88606,1.63782,0.06419,8.09276e-05,8.09276e-05,8.09276e-05
90,466.215,1.71562,2.55405,1.54272,0.07216,0.68712,0.30709,0.38423,0.24099,1.29232,1.88606,1.63782,0.06419,7.55562e-05,7.55562e-05,7.55562e-05
91,471.522,1.50369,2.0041,1.51471,0.09276,0.68712,0.30709,0.38423,0.24099,1.29232,1.88606,1.63782,0.06419,7.00434e-05,7.00434e-05,7.00434e-05
92,479.165,1.36508,1.95096,1.53976,0.07693,0.46595,0.33669,0.34343,0.21555,1.28398,1.85692,1.63207,0.0641,6.43892e-05,6.43892e-05,6.43892e-05
93,484.184,1.37091,1.83221,1.50998,0.13141,0.70759,0.30434,0.39346,0.24794,1.28398,1.85692,1.63207,0.0641,5.85937e-05,5.85937e-05,5.85937e-05
94,488.547,1.40466,2.03467,1.72492,0.09924,0.70759,0.30434,0.39346,0.24794,1.28398,1.85692,1.63207,0.0641,5.26568e-05,5.26568e-05,5.26568e-05
95,493.167,1.61379,2.27848,1.67236,0.07386,0.70759,0.30434,0.39346,0.24794,1.28398,1.85692,1.63207,0.0641,4.65785e-05,4.65785e-05,4.65785e-05
96,499.972,1.46931,1.89881,1.65437,0.06962,0.46774,0.32462,0.34045,0.21115,1.27475,1.83333,1.62725,0.06428,4.03589e-05,4.03589e-05,4.03589e-05
97,505.88,1.33498,1.79454,1.8333,0.06652,0.70418,0.3102,0.3964,0.24953,1.27475,1.83333,1.62725,0.06428,3.39978e-05,3.39978e-05,3.39978e-05
98,510.579,1.37019,1.79667,1.74597,0.10595,0.70418,0.3102,0.3964,0.24953,1.27475,1.83333,1.62725,0.06428,2.74954e-05,2.74954e-05,2.74954e-05
99,515.613,1.35422,1.9345,1.45693,0.088,0.70418,0.3102,0.3964,0.24953,1.27475,1.83333,1.62725,0.06428,2.08517e-05,2.08517e-05,2.08517e-05
100,523.297,1.46531,1.93259,1.80359,0.15691,0.50257,0.2703,0.31497,0.19382,1.26113,1.81056,1.62231,0.06573,1.40665e-05,1.40665e-05,1.40665e-05
